epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,5408.42,0.48969,0.39477,1.32433,0.73061,0.63844,0.69254,0.61146,0.5401,0.58132,1.61358,0.0007435,0.0007435,0.0007435
189,5436.36,0.49398,0.39793,1.32985,0.73165,0.63946,0.69249,0.61172,0.53995,0.58098,1.6141,0.000694,0.000694,0.000694
190,5480.44,0.48707,0.39571,1.33057,0.7279,0.6432,0.69239,0.61156,0.54014,0.58189,1.61412,0.0006445,0.0006445,0.0006445
191,5514.06,0.40201,0.30803,1.31224,0.72126,0.65002,0.69193,0.6121,0.53992,0.58166,1.61434,0.000595,0.000595,0.000595
192,5542.68,0.39149,0.29406,1.31505,0.72052,0.64982,0.69169,0.61157,0.53971,0.58188,1.61453,0.0005455,0.0005455,0.0005455
193,5571.33,0.3854,0.28822,1.29762,0.72208,0.65122,0.69129,0.61087,0.53975,0.58234,1.61503,0.000496,0.000496,0.000496
194,5599.95,0.38664,0.2894,1.30487,0.72079,0.6513,0.69134,0.61109,0.53981,0.58377,1.61552,0.0004465,0.0004465,0.0004465
195,5628.54,0.38208,0.28716,1.29555,0.72003,0.65191,0.69092,0.60975,0.54013,0.58467,1.61671,0.000397,0.000397,0.000397
196,5657.17,0.37966,0.28333,1.29075,0.72054,0.65168,0.69035,0.60904,0.54018,0.58563,1.61751,0.0003475,0.0003475,0.0003475
197,5685.68,0.38116,0.28335,1.28822,0.72008,0.65153,0.68963,0.60839,0.53994,0.58619,1.61821,0.000298,0.000298,0.000298
198,5714.2,0.37785,0.28161,1.28541,0.71854,0.65086,0.68898,0.60798,0.54015,0.58702,1.61893,0.0002485,0.0002485,0.0002485
199,5742.76,0.37498,0.2798,1.29838,0.71263,0.65188,0.68835,0.60761,0.54019,0.5878,1.61976,0.000199,0.000199,0.000199
200,5771.29,0.37669,0.27919,1.28582,0.71529,0.65126,0.6879,0.60753,0.54036,0.58868,1.62061,0.0001495,0.0001495,0.0001495
